image_path,gt_path
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_108.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_108.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_109.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_109.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_11.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_11.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_110.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_110.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_111.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_111.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_112.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_112.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_113.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_113.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_114.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_114.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_115.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_115.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_116.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_116.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_117.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_117.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_118.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_118.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_119.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_119.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_12.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_12.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_120.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_120.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_121.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_121.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_122.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_122.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_123.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_123.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_124.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_124.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_125.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_125.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_126.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_126.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_127.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_127.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_128.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_128.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_129.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_129.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_13.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_13.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_130.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_130.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_131.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_131.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_132.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_132.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_133.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_133.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_134.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_134.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_135.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_135.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_136.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_136.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_137.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_137.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_138.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_138.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_139.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_139.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_14.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_14.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_140.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_140.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_141.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_141.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_142.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_142.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_143.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_143.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_144.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_144.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_145.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_145.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_146.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_146.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_147.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_147.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_148.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_148.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_149.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_149.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_15.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_15.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_150.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_150.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_151.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_151.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_152.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_152.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_153.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_153.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_154.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_154.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_155.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_155.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_156.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_156.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_157.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_157.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_158.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_158.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_159.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_159.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_16.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_16.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_160.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_160.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_161.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_161.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_162.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_162.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_163.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_163.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_164.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_164.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_165.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_165.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_166.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_166.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_167.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_167.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_168.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_168.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_169.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_169.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_17.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_17.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_170.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_170.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_171.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_171.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_172.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_172.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_173.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_173.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_174.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_174.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_175.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_175.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_176.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_176.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_177.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_177.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_178.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_178.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_179.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_179.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_18.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_18.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_180.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_180.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_181.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_181.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_182.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_182.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_183.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_183.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_184.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_184.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_185.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_185.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_186.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_186.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_187.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_187.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_188.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_188.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_189.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_189.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_19.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_19.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_190.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_190.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_191.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_191.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_192.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_192.mat
/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/images/IMG_193.jpg,/thay_thoainam/workspace/manhcuong/FederatedLearning_OC/datasets/ShanghaiTech/part_A/train_data/ground-truth/GT_IMG_193.mat
